episode:1,Updates:1/50,Timesteps:400/10000,FPS:88.0,avg_sp:0.3333333333333333,value_loss:1.0401026407877605,policy_loss:-0.005672586835455106,dist_entropy:0.6921943147977193,actor_grad_norm:1.3656558990478516,critic_grad_norm:3.462524652481079,ratio:1.0018936395645142,average_step_rewards:0.10999999940395355
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.3787878787878788,value_loss:0.41299095352490744,policy_loss:-0.010081902368304618,dist_entropy:0.6861676176389059,actor_grad_norm:2.2052996158599854,critic_grad_norm:3.9296586513519287,ratio:0.9999209046363831,average_step_rewards:0.125
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.36363636363636365,value_loss:0.7214840730031331,policy_loss:-0.008153108250970634,dist_entropy:0.6709434390068054,actor_grad_norm:1.7679312229156494,critic_grad_norm:4.098556041717529,ratio:0.9964912533760071,average_step_rewards:0.11999999731779099
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:61.0,avg_sp:0.48484848484848486,value_loss:0.23519796530405682,policy_loss:-0.009041563130915146,dist_entropy:0.6477353135744731,actor_grad_norm:1.982077956199646,critic_grad_norm:2.56561279296875,ratio:0.9978874921798706,average_step_rewards:0.1599999964237213
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:59.0,avg_sp:0.5303030303030303,value_loss:0.6667490442593892,policy_loss:-0.0066733957397130915,dist_entropy:0.6190187136332194,actor_grad_norm:1.54586923122406,critic_grad_norm:3.757220983505249,ratio:0.9955804347991943,average_step_rewards:0.17499999701976776
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.7121212121212122,value_loss:0.2763122578461965,policy_loss:-0.011980709807636814,dist_entropy:0.5915651599566142,actor_grad_norm:2.0254008769989014,critic_grad_norm:2.2146050930023193,ratio:1.0026601552963257,average_step_rewards:0.23499999940395355
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.7727272727272727,value_loss:0.6164780934651692,policy_loss:-0.005960668044940813,dist_entropy:0.5499927798906962,actor_grad_norm:1.4050524234771729,critic_grad_norm:4.338197708129883,ratio:0.9985201358795166,average_step_rewards:0.2549999952316284
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.8333333333333334,value_loss:0.3330227196216583,policy_loss:-0.00765785754906633,dist_entropy:0.5106947461764018,actor_grad_norm:1.6471456289291382,critic_grad_norm:3.1386985778808594,ratio:1.0014790296554565,average_step_rewards:0.2750000059604645
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:55.0,avg_sp:0.8939393939393939,value_loss:0.4384706199169159,policy_loss:-0.003850378915667581,dist_entropy:0.4650210658709208,actor_grad_norm:0.9896427989006042,critic_grad_norm:2.333315849304199,ratio:1.0023647546768188,average_step_rewards:0.29499998688697815
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.8333333333333334,value_loss:0.23441245158513388,policy_loss:-0.0006185216986989891,dist_entropy:0.424249796072642,actor_grad_norm:1.113904595375061,critic_grad_norm:1.4123245477676392,ratio:1.0045400857925415,average_step_rewards:0.2750000059604645
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:54.0,avg_sp:0.8636363636363636,value_loss:0.3217765212059021,policy_loss:-0.0037809001000132627,dist_entropy:0.38125008940696714,actor_grad_norm:1.4144551753997803,critic_grad_norm:2.385254383087158,ratio:1.0011111497879028,average_step_rewards:0.2849999964237213
