episode:1,Updates:1/50,Timesteps:400/10000,FPS:214.0,avg_sp:0.3181818181818182,value_loss:0.7870297908782959,policy_loss:-0.008973630708021338,dist_entropy:0.692173425356547,actor_grad_norm:2.1148111184438068,critic_grad_norm:4.730209064483643,ratio:1.0010405460993448,best_i:None,average_step_rewards:0.10499999672174454
episode:2,Updates:2/50,Timesteps:600/10000,FPS:193.0,avg_sp:0.42424242424242425,value_loss:0.7440674146016438,policy_loss:-0.006880388621551247,dist_entropy:0.6864669005076091,actor_grad_norm:1.656705411275228,critic_grad_norm:4.901172510782877,ratio:1.000823982556661,best_i:None,average_step_rewards:0.14000000059604645
episode:3,Updates:3/50,Timesteps:800/10000,FPS:185.0,avg_sp:0.4393939393939394,value_loss:0.727898104985555,policy_loss:-0.006943255459734547,dist_entropy:0.6747266769409179,actor_grad_norm:1.612876542409261,critic_grad_norm:4.970232566197713,ratio:1.0011768897374471,best_i:None,average_step_rewards:0.14499999582767487
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:179.0,avg_sp:0.4393939393939394,value_loss:0.3264544685681661,policy_loss:-0.014343855056290818,dist_entropy:0.6547974665959676,actor_grad_norm:2.639535156885783,critic_grad_norm:4.060747941335042,ratio:1.0032795111338297,best_i:None,average_step_rewards:0.14499999582767487
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:173.0,avg_sp:0.6212121212121212,value_loss:0.3005516330401103,policy_loss:-0.018486237817754395,dist_entropy:0.6194623788197835,actor_grad_norm:2.6903688112894693,critic_grad_norm:2.4703360557556153,ratio:1.0002547979354859,best_i:None,average_step_rewards:0.20499999821186066
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:170.0,avg_sp:0.6666666666666666,value_loss:0.4757699012756348,policy_loss:-0.010321080784002963,dist_entropy:0.5792938311894734,actor_grad_norm:1.8747835477193198,critic_grad_norm:2.432600466410319,ratio:1.000540550549825,best_i:None,average_step_rewards:0.2199999988079071
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:169.0,avg_sp:0.6515151515151515,value_loss:0.414831405878067,policy_loss:-0.009676426144937682,dist_entropy:0.5361963152885437,actor_grad_norm:1.936629327138265,critic_grad_norm:1.7556050697962442,ratio:0.9997697949409485,best_i:None,average_step_rewards:0.2150000035762787
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:168.0,avg_sp:0.7878787878787878,value_loss:0.27132097681363426,policy_loss:-0.016122135554129877,dist_entropy:0.4886729598045349,actor_grad_norm:2.2802739838759103,critic_grad_norm:1.7173925360043845,ratio:0.9999134302139282,best_i:None,average_step_rewards:0.25999999046325684
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:168.0,avg_sp:0.8484848484848485,value_loss:0.21575012703736623,policy_loss:-0.014926115478078532,dist_entropy:0.4427566885948181,actor_grad_norm:2.1041093468666077,critic_grad_norm:1.160683145125707,ratio:1.0033886035283406,best_i:None,average_step_rewards:0.2800000011920929
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:169.0,avg_sp:0.8939393939393939,value_loss:0.1267726217706998,policy_loss:-0.009393465071295756,dist_entropy:0.40415573517481485,actor_grad_norm:1.7995520691076914,critic_grad_norm:1.6622185349464416,ratio:0.9982885678609212,best_i:None,average_step_rewards:0.29499998688697815
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:170.0,avg_sp:0.9545454545454546,value_loss:0.11669758756955464,policy_loss:-0.008145585066638894,dist_entropy:0.38009122014045715,actor_grad_norm:1.7033186554908752,critic_grad_norm:0.899910032749176,ratio:1.0001701911290486,best_i:None,average_step_rewards:0.3149999976158142
