episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.48484848484848486,value_loss:0.8730645696322124,policy_loss:-0.008649613912217309,dist_entropy:0.6923396348953247,actor_grad_norm:2.0574228763580322,critic_grad_norm:4.577268123626709,ratio:1.0017913579940796,average_step_rewards:0.1599999964237213
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.3787878787878788,value_loss:0.8218608856201172,policy_loss:-0.007240762026980482,dist_entropy:0.6866565108299255,actor_grad_norm:1.722856044769287,critic_grad_norm:5.169257640838623,ratio:1.0011436939239502,average_step_rewards:0.125
episode:3,Updates:3/50,Timesteps:800/10000,FPS:63.0,avg_sp:0.4696969696969697,value_loss:0.43226681351661683,policy_loss:-0.011281810855182487,dist_entropy:0.673263426621755,actor_grad_norm:2.37017560005188,critic_grad_norm:4.061180114746094,ratio:0.9977428913116455,average_step_rewards:0.1550000011920929
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:60.0,avg_sp:0.5303030303030303,value_loss:0.5298210183779398,policy_loss:-0.01124026020026451,dist_entropy:0.6473847508430481,actor_grad_norm:2.100339412689209,critic_grad_norm:2.577760934829712,ratio:0.9959375858306885,average_step_rewards:0.17499999701976776
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.6212121212121212,value_loss:0.38283450802167257,policy_loss:-0.009484908970693755,dist_entropy:0.6149904449780782,actor_grad_norm:1.850874423980713,critic_grad_norm:1.6672836542129517,ratio:1.00279700756073,average_step_rewards:0.20499999821186066
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:56.0,avg_sp:0.5454545454545454,value_loss:0.21942349473635356,policy_loss:-0.01456365767493845,dist_entropy:0.5786490281422932,actor_grad_norm:2.1611342430114746,critic_grad_norm:1.5815173387527466,ratio:1.0013657808303833,average_step_rewards:0.18000000715255737
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.7272727272727273,value_loss:0.3146986027558645,policy_loss:-0.014008086224707453,dist_entropy:0.540159797668457,actor_grad_norm:2.3671228885650635,critic_grad_norm:3.320730447769165,ratio:0.9962047934532166,average_step_rewards:0.23999999463558197
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.803030303030303,value_loss:0.18976674377918243,policy_loss:-0.017249846714859275,dist_entropy:0.486024409532547,actor_grad_norm:2.764552116394043,critic_grad_norm:1.8536951541900635,ratio:0.9987961053848267,average_step_rewards:0.26499998569488525
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.8181818181818182,value_loss:0.16093179484208425,policy_loss:-0.011699882523467172,dist_entropy:0.4216847558816274,actor_grad_norm:2.508476495742798,critic_grad_norm:1.6966623067855835,ratio:1.0040725469589233,average_step_rewards:0.27000001072883606
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.9242424242424242,value_loss:0.0993242676059405,policy_loss:-0.01306800328350315,dist_entropy:0.35957462588946026,actor_grad_norm:2.688845157623291,critic_grad_norm:1.1236915588378906,ratio:1.0006434917449951,average_step_rewards:0.3050000071525574
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.9242424242424242,value_loss:0.08332168211539587,policy_loss:-0.006036004794295853,dist_entropy:0.29562214215596516,actor_grad_norm:2.0912959575653076,critic_grad_norm:0.899456262588501,ratio:1.0008536577224731,average_step_rewards:0.3050000071525574
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:53.0,avg_sp:0.8787878787878788,value_loss:0.08653752555449803,policy_loss:-0.008554120419857399,dist_entropy:0.24020063976446787,actor_grad_norm:2.3897545337677,critic_grad_norm:0.5007297992706299,ratio:0.9949549436569214,average_step_rewards:0.28999999165534973
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:52.0,avg_sp:0.9545454545454546,value_loss:0.07992567320664724,policy_loss:-0.008607415037229652,dist_entropy:0.18871256411075593,actor_grad_norm:2.4256951808929443,critic_grad_norm:0.43872082233428955,ratio:0.9984222054481506,average_step_rewards:0.3149999976158142
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:52.0,avg_sp:0.9696969696969697,value_loss:0.048129563530286155,policy_loss:-0.0039054236717832444,dist_entropy:0.1490874538818995,actor_grad_norm:1.70572030544281,critic_grad_norm:0.7262108325958252,ratio:1.0012115240097046,average_step_rewards:0.3199999928474426
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:52.0,avg_sp:0.9848484848484849,value_loss:0.04495851968725522,policy_loss:-0.004441055808992426,dist_entropy:0.12122483899195989,actor_grad_norm:1.6160980463027954,critic_grad_norm:0.34355878829956055,ratio:0.9999939203262329,average_step_rewards:0.32499998807907104
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.02164192485312621,policy_loss:-0.001139829563054562,dist_entropy:0.10219289064407348,actor_grad_norm:0.8835727572441101,critic_grad_norm:0.22874297201633453,ratio:0.9990880489349365,average_step_rewards:0.3199999928474426
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:51.0,avg_sp:1.0,value_loss:0.047140812625487645,policy_loss:-0.0042147548351592215,dist_entropy:0.09016802807648977,actor_grad_norm:1.4386959075927734,critic_grad_norm:0.39607492089271545,ratio:1.0006651878356934,average_step_rewards:0.33000001311302185
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.02161733979980151,policy_loss:3.254246699479306e-05,dist_entropy:0.07891058077414831,actor_grad_norm:0.2380203902721405,critic_grad_norm:0.2740415632724762,ratio:1.0008610486984253,average_step_rewards:0.32499998807907104
episode:19,Updates:19/50,Timesteps:4000/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.05125915706157684,policy_loss:-0.0007360093235620961,dist_entropy:0.07306401481231053,actor_grad_norm:0.6801276803016663,critic_grad_norm:0.2912270128726959,ratio:1.0002959966659546,average_step_rewards:0.32499998807907104
episode:20,Updates:20/50,Timesteps:4200/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.05358738005161286,policy_loss:-0.0009099356351653043,dist_entropy:0.06762234916289647,actor_grad_norm:0.640521764755249,critic_grad_norm:0.16517548263072968,ratio:1.0000752210617065,average_step_rewards:0.32499998807907104
episode:21,Updates:21/50,Timesteps:4400/10000,FPS:51.0,avg_sp:1.0,value_loss:0.05526413445671399,policy_loss:-0.0009019357277235684,dist_entropy:0.06251481796304385,actor_grad_norm:0.6413890719413757,critic_grad_norm:0.06570909917354584,ratio:1.000307321548462,average_step_rewards:0.33000001311302185
episode:22,Updates:22/50,Timesteps:4600/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.02665806735555331,policy_loss:1.2406110797498944e-05,dist_entropy:0.0581644207239151,actor_grad_norm:0.12862421572208405,critic_grad_norm:0.28623250126838684,ratio:1.0002864599227905,average_step_rewards:0.32499998807907104
episode:23,Updates:23/50,Timesteps:4800/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.03317606349786122,policy_loss:-0.0007060795082459492,dist_entropy:0.05532972241441409,actor_grad_norm:0.6694232225418091,critic_grad_norm:0.20312455296516418,ratio:0.9999951124191284,average_step_rewards:0.3199999928474426
episode:24,Updates:24/50,Timesteps:5000/10000,FPS:50.0,avg_sp:1.0,value_loss:0.06488997985919316,policy_loss:-0.0016574152164006743,dist_entropy:0.05117812901735306,actor_grad_norm:0.9162184000015259,critic_grad_norm:0.32214727997779846,ratio:0.9999498724937439,average_step_rewards:0.33000001311302185
episode:25,Updates:25/50,Timesteps:5200/10000,FPS:50.0,avg_sp:1.0,value_loss:0.0287020243704319,policy_loss:-3.282229205462765e-08,dist_entropy:0.04686402231454849,actor_grad_norm:0.08220479637384415,critic_grad_norm:0.3123713731765747,ratio:1.0002421140670776,average_step_rewards:0.33000001311302185
episode:26,Updates:26/50,Timesteps:5400/10000,FPS:50.0,avg_sp:1.0,value_loss:0.02972560313840707,policy_loss:1.0253707550263632e-05,dist_entropy:0.04494016170501709,actor_grad_norm:0.055606987327337265,critic_grad_norm:0.19759343564510345,ratio:0.9999288320541382,average_step_rewards:0.33000001311302185
