episode:1,Updates:1/50,Timesteps:400/10000,FPS:88.0,avg_sp:0.4090909090909091,value_loss:0.7216220736503601,policy_loss:-0.006802406354031258,dist_entropy:0.6921988526980082,actor_grad_norm:1.6462538242340088,critic_grad_norm:4.269835948944092,ratio:0.9979776740074158,average_step_rewards:0.13500000536441803
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.30303030303030304,value_loss:0.7739030877749126,policy_loss:-0.007871435596918068,dist_entropy:0.6859602967898051,actor_grad_norm:1.8548481464385986,critic_grad_norm:4.978583812713623,ratio:1.0000985860824585,average_step_rewards:0.10000000149011612
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.5303030303030303,value_loss:0.3871406356493632,policy_loss:-0.011200572459337603,dist_entropy:0.6707069873809814,actor_grad_norm:2.283817768096924,critic_grad_norm:4.906020164489746,ratio:0.9957870244979858,average_step_rewards:0.17499999701976776
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:60.0,avg_sp:0.5606060606060606,value_loss:0.8371227383613586,policy_loss:-0.005682130833622079,dist_entropy:0.6479753613471985,actor_grad_norm:1.316286325454712,critic_grad_norm:3.5620758533477783,ratio:1.0019640922546387,average_step_rewards:0.1850000023841858
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.5454545454545454,value_loss:0.6144659717877706,policy_loss:-0.007382286648731684,dist_entropy:0.6250280539194742,actor_grad_norm:1.5625596046447754,critic_grad_norm:2.692392587661743,ratio:0.9997541308403015,average_step_rewards:0.18000000715255737
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.7575757575757576,value_loss:0.28925769329071044,policy_loss:-0.016727987481281185,dist_entropy:0.5877419988314311,actor_grad_norm:2.4709744453430176,critic_grad_norm:2.1945388317108154,ratio:0.9980724453926086,average_step_rewards:0.25
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.8181818181818182,value_loss:0.3592800716559092,policy_loss:-0.013384957594486598,dist_entropy:0.5404673099517823,actor_grad_norm:1.990578293800354,critic_grad_norm:3.258056640625,ratio:1.0026472806930542,average_step_rewards:0.27000001072883606
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.7727272727272727,value_loss:0.511910343170166,policy_loss:-0.0034460815801285348,dist_entropy:0.4951213598251343,actor_grad_norm:0.9922410845756531,critic_grad_norm:2.902588367462158,ratio:0.9989494681358337,average_step_rewards:0.2549999952316284
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.7878787878787878,value_loss:0.2016091803709666,policy_loss:-0.010079806884129846,dist_entropy:0.46469619671503704,actor_grad_norm:2.061852216720581,critic_grad_norm:1.328784704208374,ratio:1.00004243850708,average_step_rewards:0.25999999046325684
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.7575757575757576,value_loss:0.20079372227191924,policy_loss:-0.011121646949710969,dist_entropy:0.42841144601504005,actor_grad_norm:1.9406157732009888,critic_grad_norm:1.018311619758606,ratio:0.9982296824455261,average_step_rewards:0.25
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.9090909090909091,value_loss:0.20601920088132222,policy_loss:-0.0115510162102679,dist_entropy:0.37357910672823585,actor_grad_norm:2.2912437915802,critic_grad_norm:0.9333253502845764,ratio:0.9974408745765686,average_step_rewards:0.30000001192092896
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:53.0,avg_sp:0.8484848484848485,value_loss:0.15539034803708393,policy_loss:-0.007890362147552328,dist_entropy:0.3434413472811381,actor_grad_norm:1.709194302558899,critic_grad_norm:1.8379896879196167,ratio:0.9995142817497253,average_step_rewards:0.2800000011920929
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:53.0,avg_sp:0.9696969696969697,value_loss:0.19651291370391846,policy_loss:-0.007240478187488956,dist_entropy:0.302960471312205,actor_grad_norm:1.9598373174667358,critic_grad_norm:0.683687150478363,ratio:0.9956569075584412,average_step_rewards:0.3199999928474426
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:52.0,avg_sp:0.9696969696969697,value_loss:0.033786508316795034,policy_loss:-0.005937100139912221,dist_entropy:0.2699525594711304,actor_grad_norm:1.4810041189193726,critic_grad_norm:1.861704707145691,ratio:0.9988664984703064,average_step_rewards:0.3199999928474426
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:52.0,avg_sp:0.9242424242424242,value_loss:0.07015319814284643,policy_loss:-0.005893848355859532,dist_entropy:0.23623618086179096,actor_grad_norm:1.3238863945007324,critic_grad_norm:0.9325793981552124,ratio:0.9951708912849426,average_step_rewards:0.3050000071525574
