episode:1,Updates:1/50,Timesteps:400/10000,FPS:88.0,avg_sp:0.3484848484848485,value_loss:0.9315857410430908,policy_loss:-0.008717282492357014,dist_entropy:0.691715661684672,actor_grad_norm:2.121596336364746,critic_grad_norm:5.141388416290283,ratio:0.9977233409881592,average_step_rewards:0.11500000208616257
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.42424242424242425,value_loss:0.6294919610023498,policy_loss:-0.011723434078196723,dist_entropy:0.6841830611228943,actor_grad_norm:2.6836397647857666,critic_grad_norm:4.868152141571045,ratio:1.0007882118225098,average_step_rewards:0.14000000059604645
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.48484848484848486,value_loss:0.5321053981781005,policy_loss:-0.009437367560652395,dist_entropy:0.6677420536677042,actor_grad_norm:2.1813671588897705,critic_grad_norm:3.4248650074005127,ratio:1.0002542734146118,average_step_rewards:0.1599999964237213
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:61.0,avg_sp:0.4696969696969697,value_loss:0.5710008978843689,policy_loss:-0.008528433433733884,dist_entropy:0.6422890384991964,actor_grad_norm:1.93168044090271,critic_grad_norm:2.3143434524536133,ratio:0.9984794855117798,average_step_rewards:0.1550000011920929
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.6666666666666666,value_loss:0.4544237792491913,policy_loss:-0.009967537603651521,dist_entropy:0.6106049180030823,actor_grad_norm:2.054269552230835,critic_grad_norm:1.7996752262115479,ratio:0.9978739023208618,average_step_rewards:0.2199999988079071
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.6212121212121212,value_loss:0.6597715457280476,policy_loss:-0.0054470266653224774,dist_entropy:0.5678709149360657,actor_grad_norm:1.6845189332962036,critic_grad_norm:3.7111895084381104,ratio:1.0021473169326782,average_step_rewards:0.20499999821186066
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.6666666666666666,value_loss:0.5160787105560303,policy_loss:-0.008398906586691741,dist_entropy:0.5281497438748678,actor_grad_norm:2.0436651706695557,critic_grad_norm:1.671264886856079,ratio:0.9961982369422913,average_step_rewards:0.2199999988079071
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.803030303030303,value_loss:0.2502638965845108,policy_loss:-0.014169051717656344,dist_entropy:0.4850943843523661,actor_grad_norm:2.515857696533203,critic_grad_norm:1.335851788520813,ratio:0.9983148574829102,average_step_rewards:0.26499998569488525
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.7575757575757576,value_loss:0.30490473508834837,policy_loss:-0.006532518721030437,dist_entropy:0.435690442721049,actor_grad_norm:2.045090675354004,critic_grad_norm:1.9474767446517944,ratio:0.9969713687896729,average_step_rewards:0.25
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.8939393939393939,value_loss:0.1832190603017807,policy_loss:-0.010572939093224676,dist_entropy:0.3918306569258372,actor_grad_norm:2.5373947620391846,critic_grad_norm:1.0431997776031494,ratio:0.9985998272895813,average_step_rewards:0.29499998688697815
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.9090909090909091,value_loss:0.43896957437197365,policy_loss:-0.003356832332133012,dist_entropy:0.34359230200449625,actor_grad_norm:1.1764616966247559,critic_grad_norm:2.101284980773926,ratio:0.997338593006134,average_step_rewards:0.30000001192092896
