episode:1,Updates:1/20,Timesteps:400/4000,FPS:584.0,avg_sp:0.5151515151515151,value_loss:1.1879984855651855,policy_loss:-0.029670040167868214,dist_entropy:0.6808989524841309,actor_grad_norm:0.0,critic_grad_norm:10.672911643981934,ratio:1.0038142204284668,best_i:None,average_step_rewards:0.17000000178813934
episode:2,Updates:2/20,Timesteps:600/4000,FPS:514.0,avg_sp:0.6212121212121212,value_loss:0.895218801498413,policy_loss:-0.015210020463719658,dist_entropy:0.6570225556691488,actor_grad_norm:0.0,critic_grad_norm:3.8005740642547607,ratio:1.001257061958313,best_i:None,average_step_rewards:0.20499999821186066
episode:3,Updates:3/20,Timesteps:800/4000,FPS:505.0,avg_sp:0.696969696969697,value_loss:0.7430113275845845,policy_loss:-0.01914862389179568,dist_entropy:0.5641409436861674,actor_grad_norm:0.0,critic_grad_norm:2.6013951301574707,ratio:0.9894242882728577,best_i:None,average_step_rewards:0.23000000417232513
episode:4,Updates:4/20,Timesteps:1000/4000,FPS:501.0,avg_sp:0.8484848484848485,value_loss:0.5247355858484904,policy_loss:-0.0170458669103682,dist_entropy:0.510161413749059,actor_grad_norm:0.0,critic_grad_norm:2.194777011871338,ratio:0.9898025393486023,best_i:None,average_step_rewards:0.2800000011920929
episode:5,Updates:5/20,Timesteps:1200/4000,FPS:499.0,avg_sp:0.8484848484848485,value_loss:0.4690271238485972,policy_loss:-0.005426382532498527,dist_entropy:0.47564591964085895,actor_grad_norm:0.0,critic_grad_norm:1.9207676649093628,ratio:0.9986648559570312,best_i:None,average_step_rewards:0.2800000011920929
episode:6,Updates:6/20,Timesteps:1400/4000,FPS:497.0,avg_sp:0.803030303030303,value_loss:0.1323120931784312,policy_loss:-0.00974117025220771,dist_entropy:0.4458330770333608,actor_grad_norm:0.0,critic_grad_norm:0.8808960318565369,ratio:1.0072616338729858,best_i:None,average_step_rewards:0.26499998569488525
episode:7,Updates:7/20,Timesteps:1600/4000,FPS:496.0,avg_sp:0.9090909090909091,value_loss:0.15410171846548718,policy_loss:-0.019806256494174335,dist_entropy:0.3911298453807831,actor_grad_norm:0.0,critic_grad_norm:0.5484845042228699,ratio:0.9946260452270508,best_i:None,average_step_rewards:0.30000001192092896
episode:8,Updates:8/20,Timesteps:1800/4000,FPS:495.0,avg_sp:0.9393939393939394,value_loss:0.07812203268210093,policy_loss:-0.015512408359596937,dist_entropy:0.36229725877443947,actor_grad_norm:0.0,critic_grad_norm:0.9523764848709106,ratio:0.9998052716255188,best_i:None,average_step_rewards:0.3100000023841858
episode:9,Updates:9/20,Timesteps:2000/4000,FPS:494.0,avg_sp:0.9393939393939394,value_loss:0.040358665585517886,policy_loss:-0.013802250594521582,dist_entropy:0.2991182009379069,actor_grad_norm:0.0,critic_grad_norm:0.6607069373130798,ratio:0.9960125088691711,best_i:None,average_step_rewards:0.3100000023841858
episode:10,Updates:10/20,Timesteps:2200/4000,FPS:493.0,avg_sp:0.9696969696969697,value_loss:0.04287603422999382,policy_loss:-0.014310228668153258,dist_entropy:0.2779315193494161,actor_grad_norm:0.0,critic_grad_norm:0.4086493253707886,ratio:1.0036100149154663,best_i:None,average_step_rewards:0.3199999928474426
episode:11,Updates:11/20,Timesteps:2400/4000,FPS:492.0,avg_sp:1.0,value_loss:0.05581451902786891,policy_loss:-0.009210767635454727,dist_entropy:0.30924627582232156,actor_grad_norm:0.0,critic_grad_norm:0.37100234627723694,ratio:1.006592869758606,best_i:None,average_step_rewards:0.33000001311302185
episode:12,Updates:12/20,Timesteps:2600/4000,FPS:492.0,avg_sp:1.0,value_loss:0.004596220484624307,policy_loss:-0.0037163947286705285,dist_entropy:0.3248339593410492,actor_grad_norm:0.0,critic_grad_norm:0.3429586589336395,ratio:1.0002201795578003,best_i:None,average_step_rewards:0.33000001311302185
episode:13,Updates:13/20,Timesteps:2800/4000,FPS:492.0,avg_sp:1.0,value_loss:0.0034742041180531183,policy_loss:-0.007541221270958568,dist_entropy:0.29428622325261433,actor_grad_norm:0.0,critic_grad_norm:0.1413014680147171,ratio:0.9953422546386719,best_i:None,average_step_rewards:0.33000001311302185
episode:14,Updates:14/20,Timesteps:3000/4000,FPS:491.0,avg_sp:0.9848484848484849,value_loss:0.003596322797238827,policy_loss:-0.0017895046053842437,dist_entropy:0.2922904630502065,actor_grad_norm:0.0,critic_grad_norm:0.07253243774175644,ratio:0.9952908158302307,best_i:None,average_step_rewards:0.32499998807907104
episode:15,Updates:15/20,Timesteps:3200/4000,FPS:491.0,avg_sp:0.9848484848484849,value_loss:0.03690359517931938,policy_loss:-0.004186311110854154,dist_entropy:0.33184293707211815,actor_grad_norm:0.0,critic_grad_norm:0.23026929795742035,ratio:1.0017768144607544,best_i:None,average_step_rewards:0.32499998807907104
