episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.3181818181818182,value_loss:0.45671226978302004,policy_loss:-0.011601225754556783,dist_entropy:0.6921057422955831,actor_grad_norm:2.7733914852142334,critic_grad_norm:3.840991497039795,ratio:1.0043116807937622,average_step_rewards:0.10499999672174454
episode:2,Updates:2/50,Timesteps:600/10000,FPS:71.0,avg_sp:0.4696969696969697,value_loss:0.2777267078558604,policy_loss:-0.010406549531966468,dist_entropy:0.6860685427983602,actor_grad_norm:2.5459558963775635,critic_grad_norm:3.0743930339813232,ratio:0.9988776445388794,average_step_rewards:0.1550000011920929
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.42424242424242425,value_loss:0.6775631546974182,policy_loss:-0.004085423560036953,dist_entropy:0.6743782758712769,actor_grad_norm:1.1920182704925537,critic_grad_norm:3.848780870437622,ratio:1.0004723072052002,average_step_rewards:0.14000000059604645
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:61.0,avg_sp:0.8333333333333334,value_loss:0.43652937809626263,policy_loss:-0.009763769811329743,dist_entropy:0.6584997812906901,actor_grad_norm:2.3397903442382812,critic_grad_norm:1.762821912765503,ratio:0.9986726641654968,average_step_rewards:0.2750000059604645
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:59.0,avg_sp:0.5606060606060606,value_loss:0.7069950819015502,policy_loss:-0.004042687057206962,dist_entropy:0.636500600973765,actor_grad_norm:0.8620898723602295,critic_grad_norm:5.355069637298584,ratio:1.0041422843933105,average_step_rewards:0.1850000023841858
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.5454545454545454,value_loss:0.4348420977592468,policy_loss:-0.006720631808042521,dist_entropy:0.6126307288805644,actor_grad_norm:1.8424855470657349,critic_grad_norm:1.9845995903015137,ratio:1.0006731748580933,average_step_rewards:0.18000000715255737
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.6818181818181818,value_loss:0.311559671163559,policy_loss:-0.01488230779239288,dist_entropy:0.5746245702107747,actor_grad_norm:2.77435302734375,critic_grad_norm:1.4118314981460571,ratio:0.9977906942367554,average_step_rewards:0.22499999403953552
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.6060606060606061,value_loss:0.2860811014970144,policy_loss:-0.016937230185916027,dist_entropy:0.5148497919241587,actor_grad_norm:2.702786922454834,critic_grad_norm:2.305522918701172,ratio:0.9974275827407837,average_step_rewards:0.20000000298023224
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.8787878787878788,value_loss:0.23993621071179708,policy_loss:-0.016595468302567914,dist_entropy:0.45569612781206764,actor_grad_norm:2.7874855995178223,critic_grad_norm:0.9154728651046753,ratio:0.9940887689590454,average_step_rewards:0.28999999165534973
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.8333333333333334,value_loss:0.11739649623632431,policy_loss:-0.009247638426100007,dist_entropy:0.38205310304959617,actor_grad_norm:2.0129523277282715,critic_grad_norm:3.056678533554077,ratio:1.0023400783538818,average_step_rewards:0.2750000059604645
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.8939393939393939,value_loss:0.132045982281367,policy_loss:-0.010190972435598529,dist_entropy:0.33921865026156106,actor_grad_norm:2.2665727138519287,critic_grad_norm:1.8245419263839722,ratio:0.9980059266090393,average_step_rewards:0.29499998688697815
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:53.0,avg_sp:0.9242424242424242,value_loss:0.11019700070222219,policy_loss:-0.009553217937548908,dist_entropy:0.28310180505116783,actor_grad_norm:2.2294092178344727,critic_grad_norm:1.0079611539840698,ratio:1.000671148300171,average_step_rewards:0.3050000071525574
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:52.0,avg_sp:0.8939393939393939,value_loss:0.13058797121047974,policy_loss:-0.004679002057916174,dist_entropy:0.24346650044123333,actor_grad_norm:1.510876178741455,critic_grad_norm:0.6858711838722229,ratio:1.0014572143554688,average_step_rewards:0.29499998688697815
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:52.0,avg_sp:0.8787878787878788,value_loss:0.13950310051441192,policy_loss:-0.004721505637901658,dist_entropy:0.21748722493648528,actor_grad_norm:1.6459721326828003,critic_grad_norm:0.540486752986908,ratio:0.9992666840553284,average_step_rewards:0.28999999165534973
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:52.0,avg_sp:0.9242424242424242,value_loss:0.16297978858153025,policy_loss:-0.006808326155412913,dist_entropy:0.19960800409317017,actor_grad_norm:1.6801553964614868,critic_grad_norm:0.5327503681182861,ratio:0.9985624551773071,average_step_rewards:0.3050000071525574
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:52.0,avg_sp:0.9545454545454546,value_loss:0.077387968202432,policy_loss:-0.008740121561723413,dist_entropy:0.18444091379642485,actor_grad_norm:2.0184576511383057,critic_grad_norm:1.0168052911758423,ratio:0.9977471828460693,average_step_rewards:0.3149999976158142
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:51.0,avg_sp:1.0,value_loss:0.07085203677415848,policy_loss:-0.006160612287154994,dist_entropy:0.1653411696354548,actor_grad_norm:1.1776621341705322,critic_grad_norm:0.7247349619865417,ratio:0.9987838864326477,average_step_rewards:0.33000001311302185
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.04128331169486046,policy_loss:0.00013415682407017884,dist_entropy:0.13963207304477693,actor_grad_norm:0.15869149565696716,critic_grad_norm:0.48577752709388733,ratio:1.0000853538513184,average_step_rewards:0.3199999928474426
episode:19,Updates:19/50,Timesteps:4000/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.1012220119436582,policy_loss:-0.0009925168051656405,dist_entropy:0.14256181915601093,actor_grad_norm:0.7060220241546631,critic_grad_norm:0.6122564077377319,ratio:0.9993656873703003,average_step_rewards:0.3199999928474426
episode:20,Updates:20/50,Timesteps:4200/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.049630369246006015,policy_loss:-0.0041404285352521905,dist_entropy:0.1487311283747355,actor_grad_norm:1.6183065176010132,critic_grad_norm:0.4218568503856659,ratio:0.9988507032394409,average_step_rewards:0.32499998807907104
episode:21,Updates:21/50,Timesteps:4400/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.04949178795019785,policy_loss:-0.0006218628485997376,dist_entropy:0.16147026022275288,actor_grad_norm:0.5473023653030396,critic_grad_norm:0.31749069690704346,ratio:0.998240053653717,average_step_rewards:0.32499998807907104
episode:22,Updates:22/50,Timesteps:4600/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.07820566793282827,policy_loss:-0.0005488744993344952,dist_entropy:0.1900694320599238,actor_grad_norm:0.5659392476081848,critic_grad_norm:0.24759513139724731,ratio:0.989611029624939,average_step_rewards:0.3199999928474426
episode:23,Updates:23/50,Timesteps:4800/10000,FPS:51.0,avg_sp:0.9393939393939394,value_loss:0.08073045959075292,policy_loss:-0.0035186224950786976,dist_entropy:0.19060424268245696,actor_grad_norm:1.013584852218628,critic_grad_norm:0.3821549415588379,ratio:1.0019278526306152,average_step_rewards:0.3100000023841858
episode:24,Updates:24/50,Timesteps:5000/10000,FPS:50.0,avg_sp:0.9848484848484849,value_loss:0.11736539403597514,policy_loss:-0.012572572014915432,dist_entropy:0.1742161492506663,actor_grad_norm:1.4035351276397705,critic_grad_norm:0.7651565074920654,ratio:0.9973939657211304,average_step_rewards:0.32499998807907104
episode:25,Updates:25/50,Timesteps:5200/10000,FPS:50.0,avg_sp:1.0,value_loss:0.09208883990844091,policy_loss:-0.0018098945481081743,dist_entropy:0.16629576683044434,actor_grad_norm:0.47676393389701843,critic_grad_norm:0.47738274931907654,ratio:0.997310996055603,average_step_rewards:0.33000001311302185
episode:26,Updates:26/50,Timesteps:5400/10000,FPS:50.0,avg_sp:0.9848484848484849,value_loss:0.05609446167945862,policy_loss:-0.001002647786963884,dist_entropy:0.16015214224656424,actor_grad_norm:0.3375271260738373,critic_grad_norm:0.4100134074687958,ratio:1.0029877424240112,average_step_rewards:0.32499998807907104
episode:27,Updates:27/50,Timesteps:5600/10000,FPS:50.0,avg_sp:1.0,value_loss:0.060289320349693296,policy_loss:-0.00019977955087355782,dist_entropy:0.13613494833310444,actor_grad_norm:0.6130972504615784,critic_grad_norm:0.20267613232135773,ratio:1.0004366636276245,average_step_rewards:0.33000001311302185
