episode:1,Updates:1/50,Timesteps:400/10000,FPS:88.0,avg_sp:0.30303030303030304,value_loss:0.782966403166453,policy_loss:-0.005871355910009394,dist_entropy:0.6922982454299926,actor_grad_norm:1.368135690689087,critic_grad_norm:4.355220317840576,ratio:1.0025794506072998,average_step_rewards:0.10000000149011612
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.42424242424242425,value_loss:0.38484029372533163,policy_loss:-0.009679935390750552,dist_entropy:0.6872480710347494,actor_grad_norm:2.0231122970581055,critic_grad_norm:4.17781400680542,ratio:1.0009948015213013,average_step_rewards:0.14000000059604645
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.4393939393939394,value_loss:0.3615236004193624,policy_loss:-0.012316380606032951,dist_entropy:0.6756010890007019,actor_grad_norm:2.2611935138702393,critic_grad_norm:4.058283805847168,ratio:1.003239393234253,average_step_rewards:0.14499999582767487
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:60.0,avg_sp:0.48484848484848486,value_loss:0.3337517023086548,policy_loss:-0.015432891887923007,dist_entropy:0.6545756777127584,actor_grad_norm:2.6544690132141113,critic_grad_norm:3.112854242324829,ratio:1.0017025470733643,average_step_rewards:0.1599999964237213
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.6212121212121212,value_loss:0.27358781894048056,policy_loss:-0.01640627828799186,dist_entropy:0.6219731450080872,actor_grad_norm:2.7276573181152344,critic_grad_norm:2.199291944503784,ratio:0.999664306640625,average_step_rewards:0.20499999821186066
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.696969696969697,value_loss:0.2823302368323008,policy_loss:-0.012711982019866497,dist_entropy:0.5847658594449361,actor_grad_norm:2.2162559032440186,critic_grad_norm:2.9846179485321045,ratio:1.0023338794708252,average_step_rewards:0.23000000417232513
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.7575757575757576,value_loss:0.23371868828932443,policy_loss:-0.01432339922556037,dist_entropy:0.5501075943311056,actor_grad_norm:2.6018447875976562,critic_grad_norm:2.741504430770874,ratio:0.999484658241272,average_step_rewards:0.25
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.8181818181818182,value_loss:0.19213309983412424,policy_loss:-0.013617659944730557,dist_entropy:0.5132290800412496,actor_grad_norm:2.2207272052764893,critic_grad_norm:2.1225905418395996,ratio:0.9990856051445007,average_step_rewards:0.27000001072883606
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.8333333333333334,value_loss:0.1501745065053304,policy_loss:-0.010228627384019261,dist_entropy:0.48508542974789937,actor_grad_norm:2.1980321407318115,critic_grad_norm:1.890513300895691,ratio:1.0003031492233276,average_step_rewards:0.2750000059604645
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.8787878787878788,value_loss:0.19456907411416371,policy_loss:-0.00956223144941033,dist_entropy:0.45117221474647523,actor_grad_norm:2.093245267868042,critic_grad_norm:1.4182785749435425,ratio:1.004868745803833,average_step_rewards:0.28999999165534973
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.8939393939393939,value_loss:0.1020458663503329,policy_loss:-0.0064409845527260735,dist_entropy:0.41205068627993263,actor_grad_norm:2.03397798538208,critic_grad_norm:0.7117254734039307,ratio:0.9984164834022522,average_step_rewards:0.29499998688697815
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:53.0,avg_sp:0.9393939393939394,value_loss:0.11974096645911535,policy_loss:-0.005882005150274713,dist_entropy:0.3735322654247284,actor_grad_norm:1.8967278003692627,critic_grad_norm:0.5253048539161682,ratio:0.9968288540840149,average_step_rewards:0.3100000023841858
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:52.0,avg_sp:0.8939393939393939,value_loss:0.052782730758190156,policy_loss:-0.006125664354302055,dist_entropy:0.34598459204037985,actor_grad_norm:1.7510136365890503,critic_grad_norm:0.6903432011604309,ratio:1.0029884576797485,average_step_rewards:0.29499998688697815
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:52.0,avg_sp:0.9242424242424242,value_loss:0.12799441317717233,policy_loss:-0.005846145315406185,dist_entropy:0.33034481604894,actor_grad_norm:1.6101289987564087,critic_grad_norm:0.9512261748313904,ratio:1.0005075931549072,average_step_rewards:0.3050000071525574
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:52.0,avg_sp:0.9393939393939394,value_loss:0.08326770464579264,policy_loss:-0.007897146844770771,dist_entropy:0.31243801712989805,actor_grad_norm:1.7456834316253662,critic_grad_norm:0.4793766736984253,ratio:0.9980663061141968,average_step_rewards:0.3100000023841858
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:52.0,avg_sp:0.9848484848484849,value_loss:0.06228078926602999,policy_loss:-0.005323996500732993,dist_entropy:0.29176289836565655,actor_grad_norm:1.6574705839157104,critic_grad_norm:0.3790627717971802,ratio:0.9971120357513428,average_step_rewards:0.32499998807907104
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:51.0,avg_sp:0.9242424242424242,value_loss:0.050798767060041425,policy_loss:-0.0024923931503823362,dist_entropy:0.3040233771006266,actor_grad_norm:0.8474268317222595,critic_grad_norm:0.38307955861091614,ratio:0.9930101633071899,average_step_rewards:0.3050000071525574
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.14475778937339784,policy_loss:-0.0021487548692287342,dist_entropy:0.34167787432670593,actor_grad_norm:1.2617732286453247,critic_grad_norm:1.501709222793579,ratio:1.0055291652679443,average_step_rewards:0.3199999928474426
