episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.3787878787878788,value_loss:0.8615100701649984,policy_loss:-0.007384959668231517,dist_entropy:0.6922473390897115,actor_grad_norm:1.7920399904251099,critic_grad_norm:5.31125020980835,ratio:1.0011314153671265,average_step_rewards:0.125
episode:2,Updates:2/50,Timesteps:600/10000,FPS:71.0,avg_sp:0.4393939393939394,value_loss:0.7221054474512736,policy_loss:-0.007886338260956105,dist_entropy:0.6862314025561015,actor_grad_norm:1.8070571422576904,critic_grad_norm:5.101223945617676,ratio:0.9978023767471313,average_step_rewards:0.14499999582767487
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.5606060606060606,value_loss:0.6035696625709533,policy_loss:-0.0074453676358486355,dist_entropy:0.6735890110333761,actor_grad_norm:1.5128974914550781,critic_grad_norm:4.391454219818115,ratio:0.9989563822746277,average_step_rewards:0.1850000023841858
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:61.0,avg_sp:0.6212121212121212,value_loss:0.3088166892528534,policy_loss:-0.013576163372956291,dist_entropy:0.6540079514185587,actor_grad_norm:2.439730167388916,critic_grad_norm:2.8436601161956787,ratio:1.0033395290374756,average_step_rewards:0.20499999821186066
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.5909090909090909,value_loss:0.5387690703074137,policy_loss:-0.00931058566396435,dist_entropy:0.6219596942265828,actor_grad_norm:1.710700511932373,critic_grad_norm:2.133605718612671,ratio:1.0009335279464722,average_step_rewards:0.19499999284744263
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.6666666666666666,value_loss:0.2720790962378184,policy_loss:-0.0145929710501805,dist_entropy:0.5830208579699199,actor_grad_norm:2.495264768600464,critic_grad_norm:1.4997601509094238,ratio:0.9986944794654846,average_step_rewards:0.2199999988079071
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.6515151515151515,value_loss:0.4196240564187368,policy_loss:-0.01295434110611673,dist_entropy:0.5407084107398987,actor_grad_norm:1.8336848020553589,critic_grad_norm:1.586143970489502,ratio:0.9969356656074524,average_step_rewards:0.2150000035762787
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.7727272727272727,value_loss:0.41391706466674805,policy_loss:-0.005171912769631781,dist_entropy:0.5013465503851573,actor_grad_norm:1.7735371589660645,critic_grad_norm:1.56403648853302,ratio:0.9981397390365601,average_step_rewards:0.2549999952316284
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.8484848484848485,value_loss:0.20071587860584258,policy_loss:-0.00868345120362939,dist_entropy:0.4591393252213796,actor_grad_norm:2.1976659297943115,critic_grad_norm:1.9818087816238403,ratio:1.0034781694412231,average_step_rewards:0.2800000011920929
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.7878787878787878,value_loss:0.13101105093955995,policy_loss:-0.012191869328729866,dist_entropy:0.410864794254303,actor_grad_norm:2.3358962535858154,critic_grad_norm:2.1493887901306152,ratio:1.0000962018966675,average_step_rewards:0.25999999046325684
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.8939393939393939,value_loss:0.1843732625246048,policy_loss:-0.012439433720273504,dist_entropy:0.35380121469497683,actor_grad_norm:2.4797701835632324,critic_grad_norm:1.4025129079818726,ratio:0.9975386261940002,average_step_rewards:0.29499998688697815
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:53.0,avg_sp:0.9090909090909091,value_loss:0.07745437125364939,policy_loss:-0.007199790986254584,dist_entropy:0.30098655621210735,actor_grad_norm:2.112060070037842,critic_grad_norm:1.3212214708328247,ratio:0.9992254972457886,average_step_rewards:0.30000001192092896
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:53.0,avg_sp:0.9393939393939394,value_loss:0.14166581630706787,policy_loss:-0.005194349942263207,dist_entropy:0.2541380574305852,actor_grad_norm:1.7233471870422363,critic_grad_norm:1.0016597509384155,ratio:1.0018216371536255,average_step_rewards:0.3100000023841858
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:52.0,avg_sp:0.9848484848484849,value_loss:0.06494481960932413,policy_loss:-0.004609843227236136,dist_entropy:0.22553628385066987,actor_grad_norm:1.6864116191864014,critic_grad_norm:0.6229775547981262,ratio:1.0005106925964355,average_step_rewards:0.32499998807907104
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:52.0,avg_sp:0.9545454545454546,value_loss:0.055491843322912855,policy_loss:-0.0009097864732611871,dist_entropy:0.1982532282670339,actor_grad_norm:0.8279712796211243,critic_grad_norm:0.5183082222938538,ratio:1.001627802848816,average_step_rewards:0.3149999976158142
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:52.0,avg_sp:0.9393939393939394,value_loss:0.10714780588944753,policy_loss:-0.0020453085543122194,dist_entropy:0.18035520017147064,actor_grad_norm:1.2172671556472778,critic_grad_norm:0.5557115077972412,ratio:1.000199794769287,average_step_rewards:0.3100000023841858
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:51.0,avg_sp:0.9393939393939394,value_loss:0.13507064978281658,policy_loss:-0.004208854652630775,dist_entropy:0.1628474752108256,actor_grad_norm:1.465739130973816,critic_grad_norm:0.6455289125442505,ratio:1.0001490116119385,average_step_rewards:0.3100000023841858
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.10032599518696467,policy_loss:-0.003473714814366128,dist_entropy:0.14650255541006724,actor_grad_norm:1.4124023914337158,critic_grad_norm:0.3272098898887634,ratio:1.0003721714019775,average_step_rewards:0.32499998807907104
episode:19,Updates:19/50,Timesteps:4000/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.04293549234668414,policy_loss:-0.0011111319061600491,dist_entropy:0.1278478960196177,actor_grad_norm:0.7313998341560364,critic_grad_norm:0.7415657043457031,ratio:1.0014917850494385,average_step_rewards:0.32499998807907104
episode:20,Updates:20/50,Timesteps:4200/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.0691769058505694,policy_loss:-0.0005912232207483826,dist_entropy:0.11826582153638204,actor_grad_norm:0.6242849230766296,critic_grad_norm:0.28601372241973877,ratio:1.000625491142273,average_step_rewards:0.3199999928474426
episode:21,Updates:21/50,Timesteps:4400/10000,FPS:51.0,avg_sp:0.9696969696969697,value_loss:0.09886192182699839,policy_loss:-0.00477282059464296,dist_entropy:0.10655201226472855,actor_grad_norm:1.2061189413070679,critic_grad_norm:0.3592137396335602,ratio:0.9992284774780273,average_step_rewards:0.3199999928474426
episode:22,Updates:22/50,Timesteps:4600/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.07716538359721502,policy_loss:-0.0014323537143646093,dist_entropy:0.09332921455303828,actor_grad_norm:0.8796144127845764,critic_grad_norm:0.19856557250022888,ratio:0.9995747208595276,average_step_rewards:0.32499998807907104
episode:23,Updates:23/50,Timesteps:4800/10000,FPS:51.0,avg_sp:1.0,value_loss:0.046852816144625345,policy_loss:-0.0016683104748760039,dist_entropy:0.08588866492112478,actor_grad_norm:0.6413744688034058,critic_grad_norm:0.35079479217529297,ratio:0.9998107552528381,average_step_rewards:0.33000001311302185
episode:24,Updates:24/50,Timesteps:5000/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.04252478082974752,policy_loss:9.394021908034252e-05,dist_entropy:0.07987142205238343,actor_grad_norm:0.11285320669412613,critic_grad_norm:0.25487202405929565,ratio:0.9999077320098877,average_step_rewards:0.32499998807907104
episode:25,Updates:25/50,Timesteps:5200/10000,FPS:50.0,avg_sp:1.0,value_loss:0.049219018469254174,policy_loss:-0.0005396598778315702,dist_entropy:0.0766648938258489,actor_grad_norm:0.579664945602417,critic_grad_norm:0.11672065407037735,ratio:1.0000312328338623,average_step_rewards:0.33000001311302185
episode:26,Updates:26/50,Timesteps:5400/10000,FPS:50.0,avg_sp:1.0,value_loss:0.04486368993918101,policy_loss:-0.00254924956771229,dist_entropy:0.06986852188905081,actor_grad_norm:0.7532746195793152,critic_grad_norm:0.26714399456977844,ratio:1.000266432762146,average_step_rewards:0.33000001311302185
episode:27,Updates:27/50,Timesteps:5600/10000,FPS:50.0,avg_sp:1.0,value_loss:0.04877140993873278,policy_loss:0.00015512088864732358,dist_entropy:0.06304399694005648,actor_grad_norm:0.06641114503145218,critic_grad_norm:0.2115747481584549,ratio:0.9995489120483398,average_step_rewards:0.33000001311302185
episode:28,Updates:28/50,Timesteps:5800/10000,FPS:50.0,avg_sp:1.0,value_loss:0.04909616559743881,policy_loss:2.676121381952612e-05,dist_entropy:0.06100004017353058,actor_grad_norm:0.05595766752958298,critic_grad_norm:0.07471265643835068,ratio:0.9999414086341858,average_step_rewards:0.33000001311302185
episode:29,Updates:29/50,Timesteps:6000/10000,FPS:50.0,avg_sp:1.0,value_loss:0.04980915586153666,policy_loss:-5.809466057845232e-08,dist_entropy:0.05991502876083056,actor_grad_norm:0.10806921124458313,critic_grad_norm:0.02998638153076172,ratio:1.0000948905944824,average_step_rewards:0.33000001311302185
episode:30,Updates:30/50,Timesteps:6200/10000,FPS:50.0,avg_sp:1.0,value_loss:0.05095330079396566,policy_loss:1.430209477863246e-05,dist_entropy:0.05916540349523226,actor_grad_norm:0.055532973259687424,critic_grad_norm:0.023841777816414833,ratio:1.0000077486038208,average_step_rewards:0.33000001311302185
