episode:1,Updates:1/50,Timesteps:400/10000,FPS:83.0,avg_sp:0.4090909090909091,value_loss:1.0223868171374002,policy_loss:-0.10970814029375713,dist_entropy:0.6870612740516663,actor_grad_norm:3.193105459213257,critic_grad_norm:337.0229187011719,ratio:0.9997339248657227,average_step_rewards:0.22499999403953552
episode:2,Updates:2/50,Timesteps:600/10000,FPS:64.0,avg_sp:0.4393939393939394,value_loss:1.0855822404225668,policy_loss:-0.19088312685489656,dist_entropy:0.6871470014254252,actor_grad_norm:1.6966572999954224,critic_grad_norm:6.043615818023682,ratio:1.002097249031067,average_step_rewards:0.23250000178813934
episode:3,Updates:3/50,Timesteps:800/10000,FPS:58.0,avg_sp:0.3939393939393939,value_loss:0.42233239610989887,policy_loss:-0.2487868974606196,dist_entropy:0.6776042222976685,actor_grad_norm:3.1969120502471924,critic_grad_norm:4.805310249328613,ratio:1.0041565895080566,average_step_rewards:0.2224999964237213
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:55.0,avg_sp:0.5454545454545454,value_loss:0.5879559755325318,policy_loss:-0.11467521886030833,dist_entropy:0.6611748337745667,actor_grad_norm:1.7250827550888062,critic_grad_norm:4.436803817749023,ratio:1.0011392831802368,average_step_rewards:0.29750001430511475
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:52.0,avg_sp:0.5454545454545454,value_loss:0.49067323207855223,policy_loss:-0.053163899729649224,dist_entropy:0.6418788154919942,actor_grad_norm:1.6488646268844604,critic_grad_norm:3.0378897190093994,ratio:0.9980324506759644,average_step_rewards:0.2475000023841858
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:51.0,avg_sp:0.696969696969697,value_loss:0.35189372102419536,policy_loss:-0.04229572949310144,dist_entropy:0.622506300608317,actor_grad_norm:2.7732720375061035,critic_grad_norm:2.5830910205841064,ratio:1.0009342432022095,average_step_rewards:0.36250001192092896
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:50.0,avg_sp:0.6818181818181818,value_loss:0.5491754690806071,policy_loss:-0.007954841634879509,dist_entropy:0.594096306959788,actor_grad_norm:0.8788063526153564,critic_grad_norm:3.375129222869873,ratio:1.0044562816619873,average_step_rewards:0.3100000023841858
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:49.0,avg_sp:0.6515151515151515,value_loss:0.3061058898766836,policy_loss:0.022493481760223706,dist_entropy:0.5694030086199443,actor_grad_norm:1.1973251104354858,critic_grad_norm:2.3689939975738525,ratio:0.999906599521637,average_step_rewards:0.3050000071525574
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:49.0,avg_sp:0.7878787878787878,value_loss:0.23895841240882873,policy_loss:0.029610243812203407,dist_entropy:0.5516677697499593,actor_grad_norm:2.920905351638794,critic_grad_norm:2.5531203746795654,ratio:0.9980977773666382,average_step_rewards:0.3774999976158142
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:48.0,avg_sp:0.803030303030303,value_loss:0.22194321354230245,policy_loss:0.04731139913201332,dist_entropy:0.5090552687644958,actor_grad_norm:2.4573240280151367,critic_grad_norm:2.364511013031006,ratio:0.9994217157363892,average_step_rewards:0.4000000059604645
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:48.0,avg_sp:0.8484848484848485,value_loss:0.1418248901764552,policy_loss:-0.040624505778153734,dist_entropy:0.47485039830207826,actor_grad_norm:2.124563694000244,critic_grad_norm:1.396895170211792,ratio:1.0016497373580933,average_step_rewards:0.4074999988079071
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:48.0,avg_sp:0.8484848484848485,value_loss:0.18169021407763164,policy_loss:-0.009249694497945408,dist_entropy:0.4550865908463796,actor_grad_norm:2.4558424949645996,critic_grad_norm:1.0744963884353638,ratio:0.9944635629653931,average_step_rewards:0.42750000953674316
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:47.0,avg_sp:0.9090909090909091,value_loss:0.1041264514128367,policy_loss:0.04425026079018911,dist_entropy:0.44003938635190326,actor_grad_norm:2.2217965126037598,critic_grad_norm:0.9643471240997314,ratio:1.0008139610290527,average_step_rewards:0.44749999046325684
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:47.0,avg_sp:0.9090909090909091,value_loss:0.06650007466475169,policy_loss:0.017372951935976745,dist_entropy:0.4227741996447245,actor_grad_norm:2.2931954860687256,critic_grad_norm:0.9892470836639404,ratio:0.9948740005493164,average_step_rewards:0.4074999988079071
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:46.0,avg_sp:0.9393939393939394,value_loss:0.2815272549788157,policy_loss:0.03477707542479038,dist_entropy:0.4028519848982493,actor_grad_norm:1.9018691778182983,critic_grad_norm:2.770199775695801,ratio:1.0000215768814087,average_step_rewards:0.4625000059604645
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:46.0,avg_sp:0.8787878787878788,value_loss:0.0994606872399648,policy_loss:0.04286190345883369,dist_entropy:0.37358986934026084,actor_grad_norm:1.61399507522583,critic_grad_norm:1.199241042137146,ratio:0.997506856918335,average_step_rewards:0.4124999940395355
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:46.0,avg_sp:0.9696969696969697,value_loss:0.13647486567497252,policy_loss:-0.021081364604954918,dist_entropy:0.35783780018488565,actor_grad_norm:2.9404757022857666,critic_grad_norm:1.6389142274856567,ratio:0.9936529397964478,average_step_rewards:0.4675000011920929
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:46.0,avg_sp:0.9696969696969697,value_loss:0.056654130170742674,policy_loss:0.0747362087170283,dist_entropy:0.3456226607163747,actor_grad_norm:1.6693636178970337,critic_grad_norm:0.9070197939872742,ratio:0.9987865686416626,average_step_rewards:0.47749999165534973
episode:19,Updates:19/50,Timesteps:4000/10000,FPS:46.0,avg_sp:0.9696969696969697,value_loss:0.03277941793203354,policy_loss:-0.06889297167460123,dist_entropy:0.3338343242804209,actor_grad_norm:0.49884653091430664,critic_grad_norm:0.6974353194236755,ratio:0.9978390336036682,average_step_rewards:0.47749999165534973
episode:20,Updates:20/50,Timesteps:4200/10000,FPS:45.0,avg_sp:0.9696969696969697,value_loss:0.058989638835191725,policy_loss:0.020337808939317862,dist_entropy:0.3297727942466736,actor_grad_norm:1.2033042907714844,critic_grad_norm:0.96352219581604,ratio:0.9997384548187256,average_step_rewards:0.47749999165534973
episode:21,Updates:21/50,Timesteps:4400/10000,FPS:45.0,avg_sp:0.8939393939393939,value_loss:0.023411135251323382,policy_loss:0.023479681462049484,dist_entropy:0.3155348082383474,actor_grad_norm:1.0284230709075928,critic_grad_norm:0.3339720666408539,ratio:1.000327229499817,average_step_rewards:0.42500001192092896
episode:22,Updates:22/50,Timesteps:4600/10000,FPS:45.0,avg_sp:0.9848484848484849,value_loss:0.16993317604064942,policy_loss:0.000978283064129452,dist_entropy:0.29888421297073364,actor_grad_norm:2.61055326461792,critic_grad_norm:1.9363033771514893,ratio:0.9964767098426819,average_step_rewards:0.47999998927116394
episode:23,Updates:23/50,Timesteps:4800/10000,FPS:45.0,avg_sp:0.9848484848484849,value_loss:0.06676896711190541,policy_loss:0.1075506513317426,dist_entropy:0.2756274422009786,actor_grad_norm:1.7133508920669556,critic_grad_norm:1.3281033039093018,ratio:0.9978415966033936,average_step_rewards:0.47999998927116394
episode:24,Updates:24/50,Timesteps:5000/10000,FPS:45.0,avg_sp:1.0,value_loss:0.061835876852273944,policy_loss:0.04863586897651354,dist_entropy:0.26493717630704244,actor_grad_norm:1.7585586309432983,critic_grad_norm:0.998797595500946,ratio:1.0002334117889404,average_step_rewards:0.4925000071525574
episode:25,Updates:25/50,Timesteps:5200/10000,FPS:45.0,avg_sp:0.9848484848484849,value_loss:0.017284428328275682,policy_loss:0.02880724420150121,dist_entropy:0.2575230598449707,actor_grad_norm:0.16800649464130402,critic_grad_norm:0.4761618673801422,ratio:0.9985917210578918,average_step_rewards:0.49000000953674316
episode:26,Updates:26/50,Timesteps:5400/10000,FPS:45.0,avg_sp:0.9696969696969697,value_loss:0.021395187452435495,policy_loss:-0.013012315208713213,dist_entropy:0.25244180460770926,actor_grad_norm:0.5885081887245178,critic_grad_norm:0.21159695088863373,ratio:0.9999433755874634,average_step_rewards:0.48750001192092896
