episode:1,Updates:1/50,Timesteps:400/10000,FPS:88.0,avg_sp:0.21212121212121213,value_loss:0.6875180284182231,policy_loss:-0.007876769111181285,dist_entropy:0.6923926552136739,actor_grad_norm:1.8108373880386353,critic_grad_norm:3.459007978439331,ratio:0.9994173645973206,average_step_rewards:0.07000000029802322
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.3939393939393939,value_loss:0.42607991298039755,policy_loss:-0.005825172867625975,dist_entropy:0.6884767810503641,actor_grad_norm:1.3502970933914185,critic_grad_norm:3.956272840499878,ratio:0.9985020160675049,average_step_rewards:0.12999999523162842
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.4090909090909091,value_loss:0.5132099330425263,policy_loss:-0.008366334896379465,dist_entropy:0.6805834849675496,actor_grad_norm:1.8339954614639282,critic_grad_norm:2.525015354156494,ratio:0.9996320605278015,average_step_rewards:0.13500000536441803
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:60.0,avg_sp:0.4696969696969697,value_loss:0.29039200146993,policy_loss:-0.010940799007192225,dist_entropy:0.6647661646207174,actor_grad_norm:2.0011277198791504,critic_grad_norm:1.6818796396255493,ratio:1.0022785663604736,average_step_rewards:0.1550000011920929
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.6515151515151515,value_loss:0.46759790976842247,policy_loss:-0.011482735982164744,dist_entropy:0.6446843425432841,actor_grad_norm:2.0879547595977783,critic_grad_norm:2.313674211502075,ratio:0.9974220395088196,average_step_rewards:0.2150000035762787
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.6515151515151515,value_loss:0.3890347262223562,policy_loss:-0.0090227493780354,dist_entropy:0.6233468731244405,actor_grad_norm:1.8769503831863403,critic_grad_norm:3.8244049549102783,ratio:1.0019201040267944,average_step_rewards:0.2150000035762787
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.7121212121212122,value_loss:0.5002316395441692,policy_loss:-0.00354664848791435,dist_entropy:0.5975854635238648,actor_grad_norm:1.4257359504699707,critic_grad_norm:2.0414516925811768,ratio:0.995532214641571,average_step_rewards:0.23499999940395355
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.7272727272727273,value_loss:0.5032273014386495,policy_loss:-0.0033929397252698834,dist_entropy:0.569116763273875,actor_grad_norm:1.5507147312164307,critic_grad_norm:1.8377212285995483,ratio:0.9962469935417175,average_step_rewards:0.23999999463558197
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.8484848484848485,value_loss:0.2578105092048645,policy_loss:-0.012532643186549326,dist_entropy:0.5300318638483683,actor_grad_norm:2.685173273086548,critic_grad_norm:1.8036880493164062,ratio:0.9994617104530334,average_step_rewards:0.2800000011920929
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.7727272727272727,value_loss:0.15035641094048818,policy_loss:-0.008486303376654784,dist_entropy:0.4706015884876251,actor_grad_norm:1.95396888256073,critic_grad_norm:2.183336019515991,ratio:1.0013902187347412,average_step_rewards:0.2549999952316284
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.9090909090909091,value_loss:0.18655688961346945,policy_loss:-0.010641860186122365,dist_entropy:0.4172710716724396,actor_grad_norm:2.1093742847442627,critic_grad_norm:1.0873512029647827,ratio:0.9998114705085754,average_step_rewards:0.30000001192092896
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:53.0,avg_sp:0.8939393939393939,value_loss:0.07319643547137579,policy_loss:-0.009736389031633763,dist_entropy:0.3603363871574402,actor_grad_norm:2.013181686401367,critic_grad_norm:1.6701793670654297,ratio:0.998070478439331,average_step_rewards:0.29499998688697815
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:53.0,avg_sp:0.9090909090909091,value_loss:0.08828539947668711,policy_loss:-0.00816223369600877,dist_entropy:0.31522518197695415,actor_grad_norm:1.936246395111084,critic_grad_norm:0.7214556932449341,ratio:1.0009297132492065,average_step_rewards:0.30000001192092896
