episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.3484848484848485,value_loss:0.8007072408994039,policy_loss:-0.005605885176608894,dist_entropy:0.6923981666564941,actor_grad_norm:1.3236256837844849,critic_grad_norm:3.0047202110290527,ratio:0.9986627101898193,average_step_rewards:0.11500000208616257
episode:2,Updates:2/50,Timesteps:600/10000,FPS:71.0,avg_sp:0.4090909090909091,value_loss:0.6604865868886312,policy_loss:-0.005927112712524855,dist_entropy:0.6877486069997152,actor_grad_norm:1.3806984424591064,critic_grad_norm:3.432572603225708,ratio:1.0000615119934082,average_step_rewards:0.13500000536441803
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.3939393939393939,value_loss:0.33101951082547504,policy_loss:-0.011732512773325047,dist_entropy:0.6770731687545777,actor_grad_norm:2.2160797119140625,critic_grad_norm:3.5080740451812744,ratio:1.0011667013168335,average_step_rewards:0.12999999523162842
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:61.0,avg_sp:0.4696969696969697,value_loss:0.3040418008963267,policy_loss:-0.013550352193104735,dist_entropy:0.6547130187352498,actor_grad_norm:2.2715981006622314,critic_grad_norm:2.6646945476531982,ratio:0.9983227252960205,average_step_rewards:0.1550000011920929
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:59.0,avg_sp:0.5606060606060606,value_loss:0.4417678952217102,policy_loss:-0.014586199800794326,dist_entropy:0.6209457675615947,actor_grad_norm:2.5630178451538086,critic_grad_norm:2.771975040435791,ratio:0.9977864027023315,average_step_rewards:0.1850000023841858
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.6818181818181818,value_loss:0.4316164513429006,policy_loss:-0.012361175642969702,dist_entropy:0.5725687901178996,actor_grad_norm:2.3680779933929443,critic_grad_norm:1.9791522026062012,ratio:1.0029162168502808,average_step_rewards:0.22499999403953552
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.7727272727272727,value_loss:0.40627108414967855,policy_loss:-0.01062565257772808,dist_entropy:0.5164093991120656,actor_grad_norm:2.0684399604797363,critic_grad_norm:2.2628724575042725,ratio:1.0021495819091797,average_step_rewards:0.2549999952316284
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.7727272727272727,value_loss:0.36490484277407326,policy_loss:-0.004866047808124326,dist_entropy:0.4683138906955719,actor_grad_norm:1.7421072721481323,critic_grad_norm:1.9623585939407349,ratio:1.0011773109436035,average_step_rewards:0.2549999952316284
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.8484848484848485,value_loss:0.31376449863115946,policy_loss:-0.0079519118516085,dist_entropy:0.426061471303304,actor_grad_norm:2.3210489749908447,critic_grad_norm:1.6095259189605713,ratio:1.0010236501693726,average_step_rewards:0.2800000011920929
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.8484848484848485,value_loss:0.13898309965928396,policy_loss:-0.013043050372973042,dist_entropy:0.37317813038825987,actor_grad_norm:2.4058351516723633,critic_grad_norm:1.1895923614501953,ratio:0.9966371059417725,average_step_rewards:0.2800000011920929
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.8787878787878788,value_loss:0.08930998096863428,policy_loss:-0.01202943327371031,dist_entropy:0.3210238496462504,actor_grad_norm:2.351181745529175,critic_grad_norm:0.6329380869865417,ratio:1.001908779144287,average_step_rewards:0.28999999165534973
