episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.3333333333333333,value_loss:0.5110121270020803,policy_loss:-0.010788742477695241,dist_entropy:0.6923357526461283,actor_grad_norm:2.5812020301818848,critic_grad_norm:3.7826454639434814,ratio:1.0023967027664185,average_step_rewards:0.10999999940395355
episode:2,Updates:2/50,Timesteps:600/10000,FPS:71.0,avg_sp:0.5454545454545454,value_loss:0.48333402077356974,policy_loss:-0.007653051227952071,dist_entropy:0.6869149525960286,actor_grad_norm:1.8905302286148071,critic_grad_norm:3.0377988815307617,ratio:0.9984742999076843,average_step_rewards:0.18000000715255737
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.3939393939393939,value_loss:0.7188149889310201,policy_loss:-0.006989758252631884,dist_entropy:0.6766852815945943,actor_grad_norm:1.6095136404037476,critic_grad_norm:4.203276634216309,ratio:1.0043009519577026,average_step_rewards:0.12999999523162842
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:61.0,avg_sp:0.48484848484848486,value_loss:0.3034996211528778,policy_loss:-0.008966994063618235,dist_entropy:0.6590999523798625,actor_grad_norm:2.035041093826294,critic_grad_norm:2.1241867542266846,ratio:1.0012091398239136,average_step_rewards:0.1599999964237213
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:59.0,avg_sp:0.6212121212121212,value_loss:0.4416984776655833,policy_loss:-0.009531615009531376,dist_entropy:0.6353098789850871,actor_grad_norm:1.828717827796936,critic_grad_norm:1.918352484703064,ratio:0.9965088367462158,average_step_rewards:0.20499999821186066
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.5606060606060606,value_loss:0.6625953316688538,policy_loss:-0.0043528898525983335,dist_entropy:0.606741706530253,actor_grad_norm:0.9026185274124146,critic_grad_norm:3.7353439331054688,ratio:1.0025275945663452,average_step_rewards:0.1850000023841858
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.7424242424242424,value_loss:0.3718450466791789,policy_loss:-0.006950077399921876,dist_entropy:0.5777946432431539,actor_grad_norm:1.4884494543075562,critic_grad_norm:1.4264781475067139,ratio:0.9957329630851746,average_step_rewards:0.24500000476837158
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.7575757575757576,value_loss:0.48653120001157124,policy_loss:-0.0050627550877009615,dist_entropy:0.5533071597417195,actor_grad_norm:1.0541307926177979,critic_grad_norm:2.986865282058716,ratio:1.0008156299591064,average_step_rewards:0.25
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:55.0,avg_sp:0.8333333333333334,value_loss:0.3450254996617635,policy_loss:-0.005077133834982916,dist_entropy:0.5290440201759339,actor_grad_norm:1.0568921566009521,critic_grad_norm:1.2960249185562134,ratio:1.0003210306167603,average_step_rewards:0.2750000059604645
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.7727272727272727,value_loss:0.4540953755378723,policy_loss:-0.003287036696681748,dist_entropy:0.5073275566101074,actor_grad_norm:1.1514613628387451,critic_grad_norm:1.4299734830856323,ratio:1.000199794769287,average_step_rewards:0.2549999952316284
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:54.0,avg_sp:0.7575757575757576,value_loss:0.218806658188502,policy_loss:-0.007586015965013478,dist_entropy:0.4783759951591492,actor_grad_norm:1.8096013069152832,critic_grad_norm:1.3220587968826294,ratio:0.9982295632362366,average_step_rewards:0.25
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:54.0,avg_sp:0.8939393939393939,value_loss:0.1690333584944407,policy_loss:-0.011245416057916912,dist_entropy:0.43618778387705487,actor_grad_norm:1.8125746250152588,critic_grad_norm:1.113270878791809,ratio:1.001916527748108,average_step_rewards:0.29499998688697815
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:54.0,avg_sp:0.8636363636363636,value_loss:0.0813530832529068,policy_loss:-0.007996349180738141,dist_entropy:0.39804679751396177,actor_grad_norm:1.767722487449646,critic_grad_norm:1.3210461139678955,ratio:1.0024337768554688,average_step_rewards:0.2849999964237213
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:53.0,avg_sp:0.8939393939393939,value_loss:0.14131640990575153,policy_loss:-0.010575280344113718,dist_entropy:0.3584176500638326,actor_grad_norm:1.8785815238952637,critic_grad_norm:0.9654941558837891,ratio:1.0036736726760864,average_step_rewards:0.29499998688697815
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:53.0,avg_sp:0.9393939393939394,value_loss:0.11974108119805654,policy_loss:-0.01056274418253452,dist_entropy:0.32253902951876323,actor_grad_norm:1.75850248336792,critic_grad_norm:0.5812777876853943,ratio:1.0023679733276367,average_step_rewards:0.3100000023841858
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:53.0,avg_sp:0.9393939393939394,value_loss:0.09808514515558879,policy_loss:-0.0032243588472774753,dist_entropy:0.30411317547162375,actor_grad_norm:1.05789053440094,critic_grad_norm:0.7498012185096741,ratio:0.9987935423851013,average_step_rewards:0.3100000023841858
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:53.0,avg_sp:0.9242424242424242,value_loss:0.035631321867307025,policy_loss:-0.010853331391389057,dist_entropy:0.27098804513613384,actor_grad_norm:1.693419098854065,critic_grad_norm:0.6375561952590942,ratio:1.0012402534484863,average_step_rewards:0.3050000071525574
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:53.0,avg_sp:0.9393939393939394,value_loss:0.02483416423201561,policy_loss:-0.015603894282753335,dist_entropy:0.2458095113436381,actor_grad_norm:2.4530458450317383,critic_grad_norm:0.4411797821521759,ratio:0.9972916841506958,average_step_rewards:0.3100000023841858
episode:19,Updates:19/50,Timesteps:4000/10000,FPS:52.0,avg_sp:1.0,value_loss:0.05857011526823044,policy_loss:-0.007242339215396498,dist_entropy:0.24420738716920218,actor_grad_norm:1.5436457395553589,critic_grad_norm:0.42891332507133484,ratio:0.9987894296646118,average_step_rewards:0.33000001311302185
episode:20,Updates:20/50,Timesteps:4200/10000,FPS:52.0,avg_sp:1.0,value_loss:0.02425722839931647,policy_loss:-0.0008138588529157905,dist_entropy:0.2273770232995351,actor_grad_norm:0.4118117392063141,critic_grad_norm:0.41390737891197205,ratio:0.9996732473373413,average_step_rewards:0.33000001311302185
episode:21,Updates:21/50,Timesteps:4400/10000,FPS:52.0,avg_sp:0.9242424242424242,value_loss:0.024249689032634098,policy_loss:-0.0008313971377404527,dist_entropy:0.2174276739358902,actor_grad_norm:0.48754528164863586,critic_grad_norm:0.16738636791706085,ratio:1.0003315210342407,average_step_rewards:0.3050000071525574
episode:22,Updates:22/50,Timesteps:4600/10000,FPS:52.0,avg_sp:1.0,value_loss:0.09752543320258458,policy_loss:-0.005644916276369827,dist_entropy:0.2359250138203303,actor_grad_norm:1.1036057472229004,critic_grad_norm:0.8801164031028748,ratio:0.9976986050605774,average_step_rewards:0.33000001311302185
episode:23,Updates:23/50,Timesteps:4800/10000,FPS:52.0,avg_sp:0.9393939393939394,value_loss:0.027375632027784983,policy_loss:-0.0029104166099956845,dist_entropy:0.22644817928473154,actor_grad_norm:0.46969205141067505,critic_grad_norm:0.6402804255485535,ratio:0.9997075200080872,average_step_rewards:0.3100000023841858
