episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.3787878787878788,value_loss:0.6920262416203816,policy_loss:-0.006451208049586669,dist_entropy:0.6924788514773051,actor_grad_norm:1.5997040271759033,critic_grad_norm:2.799849033355713,ratio:0.9997966885566711,average_step_rewards:0.125
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.48484848484848486,value_loss:0.633338995774587,policy_loss:-0.007476551899065568,dist_entropy:0.687575908501943,actor_grad_norm:1.8163329362869263,critic_grad_norm:4.519665718078613,ratio:1.0004056692123413,average_step_rewards:0.1599999964237213
episode:3,Updates:3/50,Timesteps:800/10000,FPS:64.0,avg_sp:0.5151515151515151,value_loss:0.5514227112134298,policy_loss:-0.010312271698067595,dist_entropy:0.6753065784772238,actor_grad_norm:2.0936272144317627,critic_grad_norm:4.659428596496582,ratio:1.0007950067520142,average_step_rewards:0.17000000178813934
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:60.0,avg_sp:0.6818181818181818,value_loss:0.39266873796780905,policy_loss:-0.011378013124689446,dist_entropy:0.6523123621940613,actor_grad_norm:2.103750467300415,critic_grad_norm:3.215764045715332,ratio:1.005577564239502,average_step_rewards:0.22499999403953552
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.6515151515151515,value_loss:0.6781492908795674,policy_loss:-0.007983088357994954,dist_entropy:0.6167666832605998,actor_grad_norm:1.8403594493865967,critic_grad_norm:3.7952229976654053,ratio:1.0020848512649536,average_step_rewards:0.2150000035762787
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.6818181818181818,value_loss:0.3356062372525533,policy_loss:-0.008312968858517717,dist_entropy:0.5732408960660299,actor_grad_norm:1.9708340167999268,critic_grad_norm:2.3065240383148193,ratio:1.005039930343628,average_step_rewards:0.22499999403953552
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.6363636363636364,value_loss:0.5240376154581706,policy_loss:-0.00818335657318438,dist_entropy:0.519306614001592,actor_grad_norm:1.937272548675537,critic_grad_norm:1.2533611059188843,ratio:1.001373052597046,average_step_rewards:0.20999999344348907
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.803030303030303,value_loss:0.251695790886879,policy_loss:-0.015485325247049294,dist_entropy:0.46484391887982685,actor_grad_norm:2.4424784183502197,critic_grad_norm:2.11814284324646,ratio:1.000847578048706,average_step_rewards:0.26499998569488525
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:55.0,avg_sp:0.803030303030303,value_loss:0.16150335272153218,policy_loss:-0.009220764388640746,dist_entropy:0.4022783855597178,actor_grad_norm:1.7190297842025757,critic_grad_norm:2.1215500831604004,ratio:1.001417636871338,average_step_rewards:0.26499998569488525
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.9393939393939394,value_loss:0.13244006037712097,policy_loss:-0.011815579444480306,dist_entropy:0.35843368570009865,actor_grad_norm:2.138915538787842,critic_grad_norm:1.2459280490875244,ratio:1.0010508298873901,average_step_rewards:0.3100000023841858
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.8636363636363636,value_loss:0.2499568223953247,policy_loss:-0.000826324329168197,dist_entropy:0.3367659310499827,actor_grad_norm:0.6883991956710815,critic_grad_norm:1.436409592628479,ratio:0.9982614517211914,average_step_rewards:0.2849999964237213
