episode:1,Updates:1/50,Timesteps:400/10000,FPS:233.0,avg_sp:0.3333333333333333,value_loss:0.7980253140131632,policy_loss:-0.007360539997927873,dist_entropy:0.6919103145599366,actor_grad_norm:1.7729736963907878,critic_grad_norm:4.854947741826376,ratio:0.9998888889948527,best_i:None,average_step_rewards:0.10999999940395355
episode:2,Updates:2/50,Timesteps:600/10000,FPS:204.0,avg_sp:0.3939393939393939,value_loss:0.6303416132926941,policy_loss:-0.005975648202933392,dist_entropy:0.6857276479403178,actor_grad_norm:1.4580297231674195,critic_grad_norm:4.793661101659139,ratio:1.0013307491938273,best_i:None,average_step_rewards:0.12999999523162842
episode:3,Updates:3/50,Timesteps:800/10000,FPS:197.0,avg_sp:0.6363636363636364,value_loss:0.33866879940032957,policy_loss:-0.013779850243590748,dist_entropy:0.6719664374987284,actor_grad_norm:2.6983757972717286,critic_grad_norm:3.725325918197632,ratio:1.0009037494659423,best_i:None,average_step_rewards:0.20999999344348907
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:190.0,avg_sp:0.4393939393939394,value_loss:0.863946529229482,policy_loss:-0.011043496654679371,dist_entropy:0.6466815193494161,actor_grad_norm:1.9551068067550659,critic_grad_norm:4.890782403945923,ratio:1.0006866296132406,best_i:None,average_step_rewards:0.14499999582767487
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:190.0,avg_sp:0.5454545454545454,value_loss:0.3071376343568166,policy_loss:-0.020524665380517663,dist_entropy:0.6121972084045411,actor_grad_norm:3.1968002478281656,critic_grad_norm:2.692081395785014,ratio:1.0007351795832315,best_i:None,average_step_rewards:0.18000000715255737
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:190.0,avg_sp:0.6666666666666666,value_loss:0.3941539406776428,policy_loss:-0.016002709049110622,dist_entropy:0.5576485196749369,actor_grad_norm:2.1437966267267865,critic_grad_norm:1.6429929653803508,ratio:0.9968947052955628,best_i:None,average_step_rewards:0.2199999988079071
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:191.0,avg_sp:0.6363636363636364,value_loss:0.3901427944501241,policy_loss:-0.007927529921444788,dist_entropy:0.5068216164906819,actor_grad_norm:1.6019363085428873,critic_grad_norm:2.6119560559590655,ratio:1.0011539061864216,best_i:None,average_step_rewards:0.20999999344348907
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:188.0,avg_sp:0.7424242424242424,value_loss:0.26262767712275187,policy_loss:-0.015112335983663794,dist_entropy:0.461290035645167,actor_grad_norm:2.413648506005605,critic_grad_norm:1.3738312085469564,ratio:1.0005376815795899,best_i:None,average_step_rewards:0.24500000476837158
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:185.0,avg_sp:0.8333333333333334,value_loss:0.18280882239341736,policy_loss:-0.014001194301992589,dist_entropy:0.40808251897493997,actor_grad_norm:2.1821127692858378,critic_grad_norm:1.6089017629623412,ratio:1.0019850095113119,best_i:None,average_step_rewards:0.2750000059604645
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:183.0,avg_sp:0.8787878787878788,value_loss:0.1420992285013199,policy_loss:-0.010302501609548879,dist_entropy:0.35666803518931073,actor_grad_norm:1.8902968217929204,critic_grad_norm:1.5499518354733786,ratio:1.0007431427637736,best_i:None,average_step_rewards:0.28999999165534973
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:180.0,avg_sp:0.9090909090909091,value_loss:0.1028670221567154,policy_loss:-0.0074873396717012024,dist_entropy:0.317714536190033,actor_grad_norm:1.7247201641400656,critic_grad_norm:1.029701691865921,ratio:0.9997737288475037,best_i:None,average_step_rewards:0.30000001192092896
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:179.0,avg_sp:0.8181818181818182,value_loss:0.09777124673128128,policy_loss:-0.005714045973960325,dist_entropy:0.29311453104019164,actor_grad_norm:1.4442084868748983,critic_grad_norm:0.45525938669840493,ratio:1.0006988684336344,best_i:None,average_step_rewards:0.27000001072883606
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:176.0,avg_sp:0.9848484848484849,value_loss:0.18592177033424379,policy_loss:-0.009269148079678284,dist_entropy:0.27577994465827943,actor_grad_norm:1.8966961661974588,critic_grad_norm:2.033213464419047,ratio:0.9987054268519083,best_i:None,average_step_rewards:0.32499998807907104
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:175.0,avg_sp:0.8333333333333334,value_loss:0.03202259031434854,policy_loss:-0.0031399588901549554,dist_entropy:0.2798765540122986,actor_grad_norm:0.5282918373743694,critic_grad_norm:1.5413459459940593,ratio:1.0002866665522256,best_i:None,average_step_rewards:0.2750000059604645
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:174.0,avg_sp:0.9545454545454546,value_loss:0.13141826987266542,policy_loss:-0.010135184202187968,dist_entropy:0.280079976717631,actor_grad_norm:2.541154205799103,critic_grad_norm:2.1159462372461957,ratio:0.9979816555976868,best_i:None,average_step_rewards:0.3149999976158142
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:173.0,avg_sp:0.9545454545454546,value_loss:0.022402804593245187,policy_loss:-0.009786690524779354,dist_entropy:0.2603455811738968,actor_grad_norm:1.5896803259849548,critic_grad_norm:0.6539145112037659,ratio:0.9998129884401957,best_i:None,average_step_rewards:0.3149999976158142
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:172.0,avg_sp:0.9545454545454546,value_loss:0.046477125585079195,policy_loss:-0.006082128354658778,dist_entropy:0.2287130783001582,actor_grad_norm:1.437635358174642,critic_grad_norm:0.29000061651070913,ratio:1.0005944649378458,best_i:None,average_step_rewards:0.3149999976158142
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:172.0,avg_sp:0.9545454545454546,value_loss:0.051310995221138,policy_loss:-0.003941938949748902,dist_entropy:0.20611085991064707,actor_grad_norm:1.2111645698547364,critic_grad_norm:0.19166251569986342,ratio:0.999845556418101,best_i:None,average_step_rewards:0.3149999976158142
