episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.3787878787878788,value_loss:0.7501328627268473,policy_loss:-0.010015508512035016,dist_entropy:0.6925126512845358,actor_grad_norm:2.369901180267334,critic_grad_norm:3.574655294418335,ratio:0.9990154504776001,average_step_rewards:0.125
episode:2,Updates:2/50,Timesteps:600/10000,FPS:70.0,avg_sp:0.2878787878787879,value_loss:0.9127544045448304,policy_loss:-0.004795332368152809,dist_entropy:0.6885533968607584,actor_grad_norm:1.4131838083267212,critic_grad_norm:4.838774681091309,ratio:0.9986445307731628,average_step_rewards:0.0949999988079071
episode:3,Updates:3/50,Timesteps:800/10000,FPS:63.0,avg_sp:0.3333333333333333,value_loss:0.3686932841936747,policy_loss:-0.0057121041370555995,dist_entropy:0.6810505112012227,actor_grad_norm:1.6001394987106323,critic_grad_norm:2.7216570377349854,ratio:0.9965059757232666,average_step_rewards:0.10999999940395355
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:60.0,avg_sp:0.48484848484848486,value_loss:0.236215145389239,policy_loss:-0.01104808677112062,dist_entropy:0.6666630466779073,actor_grad_norm:2.191668748855591,critic_grad_norm:2.557054042816162,ratio:0.9986857175827026,average_step_rewards:0.1599999964237213
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:58.0,avg_sp:0.5151515151515151,value_loss:0.6098265647888184,policy_loss:-0.008812237658848332,dist_entropy:0.6459401607513428,actor_grad_norm:1.652971863746643,critic_grad_norm:3.7625627517700195,ratio:0.996539831161499,average_step_rewards:0.17000000178813934
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:57.0,avg_sp:0.5909090909090909,value_loss:0.42923046549161276,policy_loss:-0.010139847488452987,dist_entropy:0.6159224947293599,actor_grad_norm:1.7798717021942139,critic_grad_norm:2.3637726306915283,ratio:1.0008913278579712,average_step_rewards:0.19499999284744263
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:56.0,avg_sp:0.696969696969697,value_loss:0.27725613911946617,policy_loss:-0.016314963895206643,dist_entropy:0.5778239091237386,actor_grad_norm:2.3805975914001465,critic_grad_norm:2.070871114730835,ratio:0.999175488948822,average_step_rewards:0.23000000417232513
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:55.0,avg_sp:0.7575757575757576,value_loss:0.2020880848169327,policy_loss:-0.011220280483985927,dist_entropy:0.5287313024202983,actor_grad_norm:1.892313003540039,critic_grad_norm:2.9071812629699707,ratio:1.0028502941131592,average_step_rewards:0.25
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:54.0,avg_sp:0.8333333333333334,value_loss:0.16787797411282857,policy_loss:-0.015583489272122572,dist_entropy:0.4914981424808502,actor_grad_norm:2.390094041824341,critic_grad_norm:2.238149881362915,ratio:0.9994626641273499,average_step_rewards:0.2750000059604645
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:54.0,avg_sp:0.8636363636363636,value_loss:0.09626274506251017,policy_loss:-0.007367335722160817,dist_entropy:0.45361659725507103,actor_grad_norm:1.9126299619674683,critic_grad_norm:2.06520414352417,ratio:1.003641963005066,average_step_rewards:0.2849999964237213
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:53.0,avg_sp:0.8484848484848485,value_loss:0.05362607538700104,policy_loss:-0.014003909759844172,dist_entropy:0.4249419113000234,actor_grad_norm:2.50966477394104,critic_grad_norm:1.3461805582046509,ratio:1.0011868476867676,average_step_rewards:0.2800000011920929
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:53.0,avg_sp:0.9090909090909091,value_loss:0.12231036076943079,policy_loss:-0.010147025059598155,dist_entropy:0.38383870919545493,actor_grad_norm:2.0131537914276123,critic_grad_norm:1.5836237668991089,ratio:0.992767333984375,average_step_rewards:0.30000001192092896
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:52.0,avg_sp:0.7878787878787878,value_loss:0.09852542877197265,policy_loss:-0.007115823001756046,dist_entropy:0.333419273296992,actor_grad_norm:1.5671390295028687,critic_grad_norm:0.6101621985435486,ratio:0.9986212253570557,average_step_rewards:0.25999999046325684
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:52.0,avg_sp:0.9696969696969697,value_loss:0.20583968857924143,policy_loss:-0.014812412496656198,dist_entropy:0.300088228782018,actor_grad_norm:2.061821222305298,critic_grad_norm:2.602863311767578,ratio:0.9968510866165161,average_step_rewards:0.3199999928474426
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:52.0,avg_sp:0.9696969696969697,value_loss:0.05868790124853452,policy_loss:-0.004901054917058604,dist_entropy:0.2548204263051351,actor_grad_norm:0.970385730266571,critic_grad_norm:1.399783730506897,ratio:0.9971376657485962,average_step_rewards:0.3199999928474426
